Axial Compression Test-Jun-21-2024-03-08-46-PM.log,,,,,
,,,,,
System Information:,,,,,
IntelliMESUR Version: 2.2.1,,,,,
Test Frame Model: F505,,,,,
Test Frame Serial Number: 4418651,,,,,
Test Frame Capacity: 500 lbF / 2.2 kN,,,,,
Test Frame Firmware Version: 1.00.14,,,,,
Force Sensor Model: FS05-100,,,,,
Force Sensor Capacity: 500 N,,,,,
Force Sensor Resolution: 0.2 N,,,,,
Force Sensor Serial Number: 4425350,,,,,
"Calibration Date: Apr 29, 2024",,,,,
"Calibration Due Date: Apr 29, 2025",,,,,
,,,,,
Reading,Load [N],Distance [mm],Time [s],Stress [MPa],Strain [%]
1975,0,-13.49,7.896,0,729
1976,0,-13.5,7.9,0,729.5
1977,-0.2,-13.5,7.904,-0.1,729.5
1978,0,-13.51,7.908,0,730.5
1979,0.2,-13.52,7.912,0.1,731
1980,0.2,-13.52,7.916,0.1,731
1981,0,-13.53,7.92,0,731.5
1982,0,-13.54,7.924,0,732
1983,0,-13.55,7.928,0,732.5
1984,0,-13.55,7.932,0,732.5
1985,0,-13.56,7.936,0,733
1986,0.2,-13.57,7.94,0.1,733.5
1987,-0.2,-13.57,7.944,-0.1,733.5
1988,-0.2,-13.58,7.948,-0.1,734
1989,0,-13.59,7.952,0,734.5
1990,0,-13.59,7.956,0,734.5
1991,0,-13.6,7.96,0,735
1992,-0.2,-13.61,7.964,-0.1,735.5
1993,0,-13.62,7.968,0,736
1994,0,-13.62,7.972,0,736
1995,-0.2,-13.63,7.976,-0.1,737
1996,0,-13.64,7.98,0,737.5
1997,0,-13.64,7.984,0,737.5
1998,0.2,-13.65,7.988,0.1,738
1999,0,-13.66,7.992,0,738.5
2000,0,-13.67,7.996,0,739
2001,0.2,-13.67,8,0.1,739
2002,0,-13.68,8.004,0,739.5
2003,0,-13.69,8.008,0,740
2004,-0.2,-13.69,8.012,-0.1,740
2005,0,-13.7,8.016,0,740.5
2006,0.2,-13.71,8.02,0.1,741
2007,0.4,-13.71,8.024,0.2,741
2008,0.2,-13.72,8.028,0.1,741.5
2009,0,-13.73,8.032,0,742
2010,0,-13.74,8.036,0,742.5
2011,0,-13.74,8.04,0,742.5
2012,0.2,-13.75,8.044,0.1,743
2013,0,-13.76,8.048,0,744
2014,-0.2,-13.76,8.052,-0.1,744
2015,0,-13.77,8.056,0,744.5
2016,0,-13.78,8.06,0,745
2017,0.2,-13.79,8.064,0.1,745.5
2018,0,-13.79,8.068,0,745.5
2019,0,-13.8,8.072,0,746
2020,-0.2,-13.81,8.076,-0.1,746.5
2021,0,-13.81,8.08,0,746.5
2022,0,-13.82,8.084,0,747
2023,0,-13.83,8.088,0,747.5
2024,0,-13.83,8.092,0,747.5
2025,0.2,-13.84,8.096,0.1,748
2026,0,-13.85,8.1,0,748.5
2027,-0.2,-13.86,8.104,-0.1,749
2028,0,-13.86,8.108,0,749
2029,0,-13.87,8.112,0,749.5
2030,0,-13.88,8.116,0,750.5
2031,0,-13.88,8.12,0,750.5
2032,-0.2,-13.89,8.124,-0.1,751
2033,0,-13.9,8.128,0,751.5
2034,0,-13.9,8.132,0,751.5
2035,-0.2,-13.91,8.136,-0.1,752
2036,-0.2,-13.92,8.14,-0.1,752.5
2037,0.2,-13.93,8.144,0.1,753
2038,0.2,-13.93,8.148,0.1,753
2039,0,-13.94,8.152,0,753.5
2040,0,-13.95,8.156,0,754
2041,0,-13.95,8.16,0,754
2042,0,-13.96,8.164,0,754.5
2043,0,-13.97,8.168,0,755
2044,0,-13.98,8.172,0,755.5
2045,0,-13.98,8.176,0,755.5
2046,-0.2,-13.99,8.18,-0.1,756
2047,0,-14,8.184,0,757
2048,-0.2,-14,8.188,-0.1,757
2049,0,-14.01,8.192,0,757.5
2050,0,-14.02,8.196,0,758
2051,0,-14.02,8.2,0,758
2052,-0.2,-14.03,8.204,-0.1,758.5
2053,0,-14.04,8.208,0,759
2054,0,-14.05,8.212,0,759.5
2055,0,-14.05,8.216,0,759.5
2056,0,-14.06,8.22,0,760
2057,-0.2,-14.07,8.224,-0.1,760.5
2058,-0.4,-14.07,8.228,-0.2,760.5
2059,0,-14.08,8.232,0,761
2060,0,-14.09,8.236,0,761.5
2061,0,-14.1,8.24,0,762
2062,0,-14.1,8.244,0,762
2063,0,-14.11,8.248,0,762.5
2064,0.2,-14.12,8.252,0.1,763
2065,0.2,-14.12,8.256,0.1,763
2066,0.4,-14.13,8.26,0.2,764
2067,0,-14.14,8.264,0,764.5
2068,-0.2,-14.14,8.268,-0.1,764.5
2069,0,-14.15,8.272,0,765
2070,0.4,-14.16,8.276,0.2,765.5
2071,0,-14.17,8.28,0,766
2072,0,-14.17,8.284,0,766
2073,0,-14.18,8.288,0,766.5
2074,0,-14.19,8.292,0,767
2075,0,-14.2,8.296,0,767.5
2076,0.4,-14.2,8.3,0.2,767.5
2077,0,-14.21,8.304,0,768
2078,0,-14.22,8.308,0,768.5
2079,-0.2,-14.22,8.312,-0.1,768.5
2080,-0.2,-14.23,8.316,-0.1,769
2081,0,-14.24,8.32,0,769.5
2082,0,-14.24,8.324,0,769.5
2083,0,-14.25,8.328,0,770.5
2084,0,-14.26,8.332,0,771
2085,0,-14.27,8.336,0,771.5
2086,0.2,-14.27,8.34,0.1,771.5
2087,0,-14.28,8.344,0,772
2088,0,-14.29,8.348,0,772.5
2089,0,-14.29,8.352,0,772.5
2090,0.2,-14.3,8.356,0.1,773
2091,-0.2,-14.31,8.36,-0.1,773.5
2092,0.2,-14.31,8.364,0.1,773.5
2093,0,-14.32,8.368,0,774
2094,0,-14.33,8.372,0,774.5
2095,0,-14.34,8.376,0,775
2096,0,-14.34,8.38,0,775
2097,-0.2,-14.35,8.384,-0.1,775.5
2098,-0.2,-14.36,8.388,-0.1,776
2099,-0.4,-14.36,8.392,-0.2,776
2100,-0.2,-14.37,8.396,-0.1,777
2101,0,-14.38,8.4,0,777.5
2102,0,-14.39,8.404,0,778
2103,0.2,-14.39,8.408,0.1,778
2104,-0.2,-14.4,8.412,-0.1,778.5
2105,0,-14.41,8.416,0,779
2106,0,-14.41,8.42,0,779
2107,0.2,-14.42,8.424,0.1,779.5
2108,0,-14.43,8.428,0,780
2109,0,-14.43,8.432,0,780
2110,0,-14.44,8.436,0,780.5
2111,-0.4,-14.45,8.44,-0.2,781
2112,-0.2,-14.46,8.444,-0.1,781.5
2113,0,-14.46,8.448,0,781.5
2114,0,-14.47,8.452,0,782
2115,0.4,-14.48,8.456,0.2,782.5
2116,0,-14.48,8.46,0,782.5
2117,0.4,-14.49,8.464,0.2,783
2118,0,-14.5,8.468,0,784
2119,0,-14.5,8.472,0,784
2120,0,-14.51,8.476,0,784.5
2121,0,-14.52,8.48,0,785
2122,0,-14.53,8.484,0,785.5
2123,-0.2,-14.53,8.488,-0.1,785.5
2124,0,-14.54,8.492,0,786
2125,0,-14.55,8.496,0,786.5
2126,-0.2,-14.55,8.5,-0.1,786.5
2127,0,-14.56,8.504,0,787
2128,0,-14.57,8.508,0,787.5
2129,0,-14.58,8.512,0,788
2130,0,-14.58,8.516,0,788
2131,0,-14.59,8.52,0,788.5
2132,0,-14.6,8.524,0,789
2133,0,-14.6,8.528,0,789
2134,0.4,-14.61,8.532,0.2,789.5
2135,0,-14.62,8.536,0,790.5
2136,0,-14.62,8.54,0,790.5
2137,0,-14.63,8.544,0,791
2138,0,-14.64,8.548,0,791.5
2139,0,-14.65,8.552,0,792
2140,-0.2,-14.65,8.556,-0.1,792
2141,-0.2,-14.66,8.56,-0.1,792.5
2142,0,-14.67,8.564,0,793
2143,0,-14.67,8.568,0,793
2144,0,-14.68,8.572,0,793.5
2145,0,-14.69,8.576,0,794
2146,0,-14.7,8.58,0,794.5
2147,0.2,-14.7,8.584,0.1,794.5
2148,0,-14.71,8.588,0,795
2149,-0.2,-14.72,8.592,-0.1,795.5
2150,0,-14.72,8.596,0,795.5
2151,0,-14.73,8.6,0,796
2152,0,-14.74,8.604,0,797
2153,0.2,-14.74,8.608,0.1,797
2154,0,-14.75,8.612,0,797.5
2155,-0.2,-14.76,8.616,-0.1,798
2156,0,-14.77,8.62,0,798.5
2157,0,-14.77,8.624,0,798.5
2158,0.2,-14.78,8.628,0.1,799
2159,0.2,-14.79,8.632,0.1,799.5
2160,0,-14.79,8.636,0,799.5
2161,0,-14.8,8.64,0,800
2162,0,-14.81,8.644,0,800.5
2163,-0.2,-14.81,8.648,-0.1,800.5
2164,-0.2,-14.82,8.652,-0.1,801
2165,0,-14.83,8.656,0,801.5
2166,0,-14.84,8.66,0,802
2167,0,-14.84,8.664,0,802
2168,0,-14.85,8.668,0,802.5
2169,0,-14.86,8.672,0,803
2170,0,-14.86,8.676,0,803
2171,-0.4,-14.87,8.68,-0.2,804
2172,0,-14.88,8.684,0,804.5
2173,0,-14.89,8.688,0,805
2174,0,-14.89,8.692,0,805
2175,0,-14.9,8.696,0,805.5
2176,-0.2,-14.91,8.7,-0.1,806
2177,-0.2,-14.91,8.704,-0.1,806
2178,0,-14.92,8.708,0,806.5
2179,0.2,-14.93,8.712,0.1,807
2180,0,-14.93,8.716,0,807
2181,0.2,-14.94,8.72,0.1,807.5
2182,0.4,-14.95,8.724,0.2,808
2183,0.2,-14.96,8.728,0.1,808.5
2184,0,-14.96,8.732,0,808.5
2185,-0.2,-14.97,8.736,-0.1,809
2186,-0.2,-14.98,8.74,-0.1,809.5
2187,-0.2,-14.98,8.744,-0.1,809.5
2188,0,-14.99,8.748,0,810.5
2189,0,-15,8.752,0,811
2190,0,-15,8.756,0,811
2191,0,-15.01,8.76,0,811.5
2192,0,-15.02,8.764,0,812
2193,-0.2,-15.03,8.768,-0.1,812.5
2194,0.2,-15.03,8.772,0.1,812.5
2195,0.2,-15.04,8.776,0.1,813
2196,0,-15.05,8.78,0,813.5
2197,0,-15.05,8.784,0,813.5
2198,0,-15.06,8.788,0,814
2199,0,-15.07,8.792,0,814.5
2200,0,-15.08,8.796,0,815
2201,-0.2,-15.08,8.8,-0.1,815
2202,0,-15.09,8.804,0,815.5
2203,0,-15.1,8.808,0,816
2204,0,-15.1,8.812,0,816
2205,0.2,-15.11,8.816,0.1,817
2206,0.2,-15.12,8.82,0.1,817.5
2207,0.2,-15.12,8.824,0.1,817.5
2208,0.2,-15.13,8.828,0.1,818
2209,0.2,-15.14,8.832,0.1,818.5
2210,0,-15.15,8.836,0,819
2211,0.4,-15.15,8.84,0.2,819
2212,0.2,-15.16,8.844,0.1,819.5
2213,0.2,-15.17,8.848,0.1,820
2214,0,-15.17,8.852,0,820
2215,0,-15.18,8.856,0,820.5
2216,0.2,-15.19,8.86,0.1,821
2217,0,-15.19,8.864,0,821
2218,0,-15.2,8.868,0,821.5
2219,0,-15.21,8.872,0,822
2220,0.2,-15.22,8.876,0.1,822.5
2221,0,-15.21,8.88,0,822
2222,-0.2,-15.22,8.884,-0.1,822.5
2223,0,-15.23,8.888,0,823
2224,0,-15.23,8.892,0,823
2225,-0.2,-15.24,8.896,-0.1,824
2226,0,-15.25,8.9,0,824.5
2227,0,-15.26,8.904,0,825
2228,0,-15.26,8.908,0,825
2229,-0.2,-15.27,8.912,-0.1,825.5
2230,0,-15.28,8.916,0,826
2231,0,-15.28,8.92,0,826
2232,0.2,-15.29,8.924,0.1,826.5
2233,0.2,-15.3,8.928,0.1,827
2234,0.2,-15.3,8.932,0.1,827
2235,0,-15.31,8.936,0,827.5
2236,0,-15.32,8.94,0,828
2237,0,-15.33,8.944,0,828.5
2238,0,-15.33,8.948,0,828.5
2239,-0.2,-15.34,8.952,-0.1,829
2240,0,-15.35,8.956,0,829.5
2241,0,-15.35,8.96,0,829.5
2242,0.4,-15.36,8.964,0.2,830.5
2243,0,-15.37,8.968,0,831
2244,-0.2,-15.37,8.972,-0.1,831
2245,-0.2,-15.38,8.976,-0.1,831.5
2246,0,-15.39,8.98,0,832
2247,0,-15.4,8.984,0,832.5
2248,0,-15.4,8.988,0,832.5
2249,0,-15.41,8.992,0,833
2250,-0.2,-15.42,8.996,-0.1,833.5
2251,-0.4,-15.42,9,-0.2,833.5
2252,-0.2,-15.43,9.004,-0.1,834
2253,0,-15.44,9.008,0,834.5
2254,0,-15.45,9.012,0,835
2255,-0.2,-15.45,9.016,-0.1,835
2256,-0.2,-15.46,9.02,-0.1,835.5
2257,-0.2,-15.47,9.024,-0.1,836
2258,-0.2,-15.47,9.028,-0.1,836
2259,0,-15.48,9.032,0,837
2260,0,-15.49,9.036,0,837.5
2261,-0.2,-15.49,9.04,-0.1,837.5
2262,0,-15.5,9.044,0,838
2263,0,-15.51,9.048,0,838.5
2264,0,-15.52,9.052,0,839
2265,0,-15.52,9.056,0,839
2266,0,-15.53,9.06,0,839.5
2267,0,-15.54,9.064,0,840
2268,0,-15.54,9.068,0,840
2269,-0.2,-15.55,9.072,-0.1,840.5
2270,0,-15.56,9.076,0,841
2271,0,-15.56,9.08,0,841
2272,-0.2,-15.57,9.084,-0.1,841.5
2273,0,-15.58,9.088,0,842
2274,0,-15.59,9.092,0,842.5
2275,0,-15.59,9.096,0,842.5
2276,0,-15.6,9.1,0,843
2277,0,-15.61,9.104,0,844
2278,0.2,-15.61,9.108,0.1,844
2279,0.2,-15.62,9.112,0.1,844.5
2280,0,-15.63,9.116,0,845
2281,0.2,-15.63,9.12,0.1,845
2282,0,-15.64,9.124,0,845.5
2283,0.2,-15.65,9.128,0.1,846
2284,0,-15.66,9.132,0,846.5
2285,0,-15.66,9.136,0,846.5
2286,0.2,-15.67,9.14,0.1,847
2287,0.2,-15.68,9.144,0.1,847.5
2288,0,-15.68,9.148,0,847.5
2289,0,-15.69,9.152,0,848
2290,-0.2,-15.7,9.156,-0.1,848.5
2291,0,-15.7,9.16,0,848.5
2292,-0.2,-15.71,9.164,-0.1,849
2293,0,-15.72,9.168,0,849.5
2294,0,-15.72,9.172,0,849.5
2295,0,-15.73,9.176,0,850.5
2296,0,-15.74,9.18,0,851
2297,-0.2,-15.75,9.184,-0.1,851.5
2298,0,-15.75,9.188,0,851.5
2299,0,-15.76,9.192,0,852
2300,-0.2,-15.77,9.196,-0.1,852.5
2301,0,-15.77,9.2,0,852.5
2302,0,-15.78,9.204,0,853
2303,0,-15.79,9.208,0,853.5
2304,0,-15.79,9.212,0,853.5
2305,0.4,-15.8,9.216,0.2,854
2306,-0.2,-15.81,9.22,-0.1,854.5
2307,0,-15.82,9.224,0,855
2308,0,-15.82,9.228,0,855
2309,0,-15.83,9.232,0,855.5
2310,0.2,-15.84,9.236,0.1,856
2311,0,-15.84,9.24,0,856
2312,0.2,-15.85,9.244,0.1,857
2313,-0.2,-15.86,9.248,-0.1,857.5
2314,-0.2,-15.86,9.252,-0.1,857.5
2315,-0.2,-15.87,9.256,-0.1,858
2316,0,-15.88,9.26,0,858.5
2317,0,-15.89,9.264,0,859
2318,-0.2,-15.89,9.268,-0.1,859
2319,0.2,-15.9,9.272,0.1,859.5
2320,0,-15.91,9.276,0,860
2321,-0.2,-15.91,9.28,-0.1,860
2322,0,-15.92,9.284,0,860.5
2323,0,-15.93,9.288,0,861
2324,0,-15.94,9.292,0,861.5
2325,0,-15.94,9.296,0,861.5
2326,0,-15.95,9.3,0,862
2327,0,-15.96,9.304,0,862.5
2328,0,-15.96,9.308,0,862.5
2329,0,-15.97,9.312,0,863
2330,0,-15.98,9.316,0,864
2331,0,-15.98,9.32,0,864
2332,0,-15.99,9.324,0,864.5
2333,-0.2,-16,9.328,-0.1,865
2334,-0.2,-16,9.332,-0.1,865
2335,0,-16.01,9.336,0,865.5
2336,0.2,-16.02,9.34,0.1,866
2337,0,-16.02,9.344,0,866
2338,0,-16.03,9.348,0,866.5
2339,-0.2,-16.04,9.352,-0.1,867
2340,0,-16.05,9.356,0,867.5
2341,0,-16.05,9.36,0,867.5
2342,-0.2,-16.06,9.364,-0.1,868
2343,0,-16.07,9.368,0,868.5
2344,0,-16.07,9.372,0,868.5
2345,-0.2,-16.08,9.376,-0.1,869
2346,0.2,-16.09,9.38,0.1,869.5
2347,0,-16.09,9.384,0,869.5
2348,0.2,-16.1,9.388,0.1,870.5
2349,0,-16.11,9.392,0,871
2350,0,-16.12,9.396,0,871.5
2351,0,-16.12,9.4,0,871.5
2352,0,-16.13,9.404,0,872
2353,-0.2,-16.14,9.408,-0.1,872.5
2354,0,-16.14,9.412,0,872.5
2355,0,-16.15,9.416,0,873
2356,-0.2,-16.16,9.42,-0.1,873.5
2357,0,-16.16,9.424,0,873.5
2358,0,-16.17,9.428,0,874
2359,0,-16.18,9.432,0,874.5
2360,0,-16.19,9.436,0,875
2361,0,-16.19,9.44,0,875
2362,0,-16.2,9.444,0,875.5
2363,0,-16.21,9.448,0,876
2364,0,-16.21,9.452,0,876
2365,0.2,-16.22,9.456,0.1,877
2366,-0.2,-16.23,9.46,-0.1,877.5
2367,0.2,-16.23,9.464,0.1,877.5
2368,0,-16.24,9.468,0,878
2369,0,-16.25,9.472,0,878.5
2370,-0.2,-16.25,9.476,-0.1,878.5
2371,0,-16.26,9.48,0,879
2372,0,-16.27,9.484,0,879.5
2373,0,-16.28,9.488,0,880
2374,0,-16.28,9.492,0,880
2375,0,-16.29,9.496,0,880.5
2376,0,-16.3,9.5,0,881
2377,0,-16.3,9.504,0,881
2378,0.2,-16.31,9.508,0.1,881.5
2379,0,-16.32,9.512,0,882
2380,0,-16.32,9.516,0,882
2381,0,-16.33,9.52,0,882.5
2382,0,-16.34,9.524,0,883
2383,0,-16.35,9.528,0,884
2384,0,-16.35,9.532,0,884
2385,0,-16.36,9.536,0,884.5
2386,0,-16.37,9.54,0,885
2387,0,-16.37,9.544,0,885
2388,0.4,-16.38,9.548,0.2,885.5
2389,0.6,-16.39,9.552,0.3,886
2390,0.2,-16.39,9.556,0.1,886
2391,0.2,-16.4,9.56,0.1,886.5
2392,0,-16.41,9.564,0,887
2393,0.2,-16.42,9.568,0.1,887.5
2394,0,-16.42,9.572,0,887.5
2395,0,-16.43,9.576,0,888
2396,0,-16.43,9.58,0,888
2397,-0.2,-16.44,9.584,-0.1,888.5
2398,0.2,-16.45,9.588,0.1,889
2399,0.2,-16.46,9.592,0.1,889.5
2400,0,-16.46,9.596,0,889.5
2401,0,-16.47,9.6,0,890.5
2402,0,-16.48,9.604,0,891
2403,0,-16.48,9.608,0,891
2404,0,-16.49,9.612,0,891.5
2405,0,-16.5,9.616,0,892
2406,0,-16.5,9.62,0,892
2407,0.2,-16.51,9.624,0.1,892.5
2408,0,-16.52,9.628,0,893
2409,0.2,-16.53,9.632,0.1,893.5
2410,0,-16.53,9.636,0,893.5
2411,-0.4,-16.54,9.64,-0.2,894
2412,0,-16.55,9.644,0,894.5
2413,0,-16.55,9.648,0,894.5
2414,-0.2,-16.56,9.652,-0.1,895
2415,0,-16.57,9.656,0,895.5
2416,0.2,-16.57,9.66,0.1,895.5
2417,0,-16.58,9.664,0,896
2418,0,-16.59,9.668,0,897
2419,0,-16.6,9.672,0,897.5
2420,0.2,-16.6,9.676,0.1,897.5
2421,0.4,-16.61,9.68,0.2,898
2422,0.2,-16.62,9.684,0.1,898.5
2423,-0.2,-16.62,9.688,-0.1,898.5
2424,0,-16.63,9.692,0,899
2425,-0.2,-16.64,9.696,-0.1,899.5
2426,0,-16.64,9.7,0,899.5
2427,0,-16.65,9.704,0,900
2428,0.2,-16.66,9.708,0.1,900.5
2429,0,-16.66,9.712,0,900.5
2430,0.2,-16.67,9.716,0.1,901
2431,0,-16.68,9.72,0,901.5
2432,0,-16.69,9.724,0,902
2433,-0.2,-16.69,9.728,-0.1,902
2434,0,-16.7,9.732,0,902.5
2435,-0.2,-16.71,9.736,-0.1,903
2436,0,-16.71,9.74,0,903
2437,-0.2,-16.72,9.744,-0.1,904
2438,0,-16.73,9.748,0,904.5
2439,0,-16.73,9.752,0,904.5
2440,-0.2,-16.74,9.756,-0.1,905
2441,-0.2,-16.75,9.76,-0.1,905.5
2442,0,-16.76,9.764,0,906
2443,0,-16.76,9.768,0,906
2444,0,-16.77,9.772,0,906.5
2445,0.4,-16.78,9.776,0.2,907
2446,0.2,-16.78,9.78,0.1,907
2447,0,-16.79,9.784,0,907.5
2448,-0.4,-16.8,9.788,-0.2,908
2449,0,-16.8,9.792,0,908
2450,0,-16.81,9.796,0,908.5
2451,0,-16.82,9.8,0,909
2452,0,-16.82,9.804,0,909
2453,0.4,-16.83,9.808,0.2,909.5
2454,0,-16.84,9.812,0,910.5
2455,0,-16.84,9.816,0,910.5
2456,0,-16.85,9.82,0,911
2457,0,-16.86,9.824,0,911.5
2458,0,-16.87,9.828,0,912
2459,0,-16.87,9.832,0,912
2460,0,-16.88,9.836,0,912.5
2461,-0.2,-16.89,9.84,-0.1,913
2462,-0.2,-16.89,9.844,-0.1,913
2463,0,-16.9,9.848,0,913.5
2464,0,-16.91,9.852,0,914
2465,0,-16.91,9.856,0,914
2466,0.4,-16.92,9.86,0.2,914.5
2467,0,-16.93,9.864,0,915
2468,0.2,-16.94,9.868,0.1,915.5
2469,-0.2,-16.94,9.872,-0.1,915.5
2470,0,-16.95,9.876,0,916
2471,0,-16.96,9.88,0,917
2472,0,-16.96,9.884,0,917
2473,-0.2,-16.97,9.888,-0.1,917.5
2474,0.6,-16.98,9.892,0.3,918
2475,0,-16.98,9.896,0,918
2476,0.2,-16.99,9.9,0.1,918.5
2477,0.2,-17,9.904,0.1,919
2478,0.4,-17,9.908,0.2,919
2479,0,-17.01,9.912,0,919.5
2480,-0.2,-17.02,9.916,-0.1,920
2481,0.4,-17.03,9.92,0.2,920.5
2482,0,-17.03,9.924,0,920.5
2483,0,-17.04,9.928,0,921
2484,-0.2,-17.05,9.932,-0.1,921.5
2485,-0.2,-17.05,9.936,-0.1,921.5
2486,0.2,-17.06,9.94,0.1,922
2487,0,-17.07,9.944,0,922.5
2488,-0.2,-17.07,9.948,-0.1,922.5
2489,0,-17.08,9.952,0,923
2490,-0.2,-17.09,9.956,-0.1,924
2491,0,-17.1,9.96,0,924.5
2492,0,-17.1,9.964,0,924.5
2493,0,-17.11,9.968,0,925
2494,0.2,-17.12,9.972,0.1,925.5
2495,0.2,-17.12,9.976,0.1,925.5
2496,0.2,-17.13,9.98,0.1,926
2497,-0.2,-17.14,9.984,-0.1,926.5
2498,0,-17.14,9.988,0,926.5
2499,-0.2,-17.15,9.992,-0.1,927
2500,0,-17.16,9.996,0,927.5
2501,0,-17.17,10,0,928
2502,0.2,-17.17,10.004,0.1,928
2503,0,-17.18,10.008,0,928.5
2504,0,-17.18,10.012,0,928.5
2505,-0.2,-17.19,10.016,-0.1,929
2506,0,-17.2,10.02,0,929.5
2507,0,-17.21,10.024,0,930.5
2508,-0.2,-17.22,10.028,-0.1,931
2509,0,-17.23,10.032,0,931.5
2510,0,-17.24,10.036,0,932
2511,0,-17.24,10.04,0,932
2512,0.4,-17.25,10.044,0.2,932.5
2513,0.2,-17.26,10.048,0.1,933
2514,-0.2,-17.26,10.052,-0.1,933
2515,-0.2,-17.27,10.056,-0.1,933.5
2516,-0.2,-17.28,10.06,-0.1,934
2517,0,-17.29,10.064,0,934.5
2518,0,-17.29,10.068,0,934.5
2519,0.2,-17.3,10.072,0.1,935
2520,0,-17.31,10.076,0,935.5
2521,0,-17.31,10.08,0,935.5
2522,0,-17.32,10.084,0,936
2523,0,-17.33,10.088,0,937
2524,0,-17.33,10.092,0,937
2525,0,-17.34,10.096,0,937.5
2526,0,-17.35,10.1,0,938
2527,0,-17.36,10.104,0,938.5
2528,0,-17.36,10.108,0,938.5
2529,0.2,-17.37,10.112,0.1,939
2530,0,-17.38,10.116,0,939.5
2531,-0.2,-17.38,10.12,-0.1,939.5
2532,-0.2,-17.39,10.124,-0.1,940
2533,0,-17.4,10.128,0,940.5
2534,0.2,-17.4,10.132,0.1,940.5
2535,0.2,-17.41,10.136,0.1,941
2536,0,-17.42,10.14,0,941.5
2537,0,-17.42,10.144,0,941.5
2538,0,-17.43,10.148,0,942
2539,0,-17.44,10.152,0,942.5
2540,0,-17.45,10.156,0,943
2541,0.2,-17.45,10.16,0.1,943
2542,0,-17.46,10.164,0,944
2543,0,-17.47,10.168,0,944.5
2544,-0.4,-17.47,10.172,-0.2,944.5
2545,0,-17.48,10.176,0,945
2546,0,-17.49,10.18,0,945.5
2547,-0.2,-17.49,10.184,-0.1,945.5
2548,0,-17.5,10.188,0,946
2549,-0.4,-17.51,10.192,-0.2,946.5
2550,0,-17.52,10.196,0,947
2551,0.2,-17.52,10.2,0.1,947
2552,0,-17.53,10.204,0,947.5
2553,0,-17.54,10.208,0,948
2554,0,-17.54,10.212,0,948
2555,0,-17.55,10.216,0,948.5
2556,-0.2,-17.56,10.22,-0.1,949
2557,-0.2,-17.56,10.224,-0.1,949
2558,0,-17.57,10.228,0,949.5
2559,0,-17.58,10.232,0,950.5
2560,0,-17.59,10.236,0,951
2561,-0.2,-17.59,10.24,-0.1,951
2562,0,-17.6,10.244,0,951.5
2563,0.2,-17.61,10.248,0.1,952
2564,0,-17.61,10.252,0,952
2565,0.2,-17.62,10.256,0.1,952.5
2566,0,-17.63,10.26,0,953
2567,0,-17.63,10.264,0,953
2568,0,-17.64,10.268,0,953.5
2569,0,-17.65,10.272,0,954
2570,0,-17.66,10.276,0,954.5
2571,0,-17.66,10.28,0,954.5
2572,0.4,-17.67,10.284,0.2,955
2573,0.2,-17.68,10.288,0.1,955.5
2574,0.4,-17.68,10.292,0.2,955.5
2575,0,-17.69,10.296,0,956
2576,0.2,-17.7,10.3,0.1,957
2577,0,-17.7,10.304,0,957
2578,0,-17.71,10.308,0,957.5
2579,0,-17.72,10.312,0,958
2580,-0.2,-17.72,10.316,-0.1,958
2581,-0.2,-17.73,10.32,-0.1,958.5
2582,-0.2,-17.74,10.324,-0.1,959
2583,0,-17.75,10.328,0,959.5
2584,-0.2,-17.75,10.332,-0.1,959.5
2585,-0.2,-17.76,10.336,-0.1,960
2586,0.2,-17.77,10.34,0.1,960.5
2587,0,-17.77,10.344,0,960.5
2588,-0.4,-17.78,10.348,-0.2,961
2589,0,-17.79,10.352,0,961.5
2590,0,-17.79,10.356,0,961.5
2591,0,-17.8,10.36,0,962
2592,0,-17.81,10.364,0,962.5
2593,-0.2,-17.82,10.368,-0.1,963
2594,0.2,-17.82,10.372,0.1,963
2595,0,-17.83,10.376,0,964
2596,0,-17.84,10.38,0,964.5
2597,0,-17.84,10.384,0,964.5
2598,0.2,-17.85,10.388,0.1,965
2599,0.2,-17.86,10.392,0.1,965.5
2600,0,-17.86,10.396,0,965.5
2601,0.2,-17.87,10.4,0.1,966
2602,0,-17.88,10.404,0,966.5
2603,0,-17.88,10.408,0,966.5
2604,0,-17.89,10.412,0,967
2605,-0.2,-17.9,10.416,-0.1,967.5
2606,0,-17.9,10.42,0,967.5
2607,-0.2,-17.91,10.424,-0.1,968
2608,0,-17.92,10.428,0,968.5
2609,-0.2,-17.93,10.432,-0.1,969
2610,0,-17.93,10.436,0,969
2611,-0.2,-17.94,10.44,-0.1,969.5
2612,-0.4,-17.95,10.444,-0.2,970.5
2613,0,-17.95,10.448,0,970.5
2614,0.2,-17.96,10.452,0.1,971
2615,0,-17.97,10.456,0,971.5
2616,0,-17.97,10.46,0,971.5
2617,0.2,-17.98,10.464,0.1,972
2618,0,-17.99,10.468,0,972.5
2619,0,-18,10.472,0,973
2620,0.2,-18,10.476,0.1,973
2621,0,-18.01,10.48,0,973.5
2622,0,-18.02,10.484,0,974
2623,0,-18.02,10.488,0,974
2624,0,-18.03,10.492,0,974.5
2625,0,-18.04,10.496,0,975
2626,0,-18.04,10.5,0,975
2627,0,-18.05,10.504,0,975.5
2628,0,-18.06,10.508,0,976
2629,0,-18.07,10.512,0,977
2630,0,-18.07,10.516,0,977
